gender,age
 ,57
 ,62
M,39
M,38
M,22
M,35
M,67
M,61
M,60
M,42
F,51
 ,33
F,67
 ,20
M,58
 ,60
F,26
F,25
F,13
 ,80
F,79
M,73
F,43
F,21
M,42
 ,34
M,64
 ,37
 ,36
F,86
F,75
F,55
M,24
M,10
F,28
 ,64
F,44
M,36
M,37
 ,6
M,70
M,39
F,81
 ,28
M,39
M,34
M,22
 ,28
F,30
F,55
M,60
F,44
M,88
F,23
M,31
F,13
M,44
F,47
M,36
F,54
F,62
F,79
M,68
F,23
F,86
F,28
 ,58
M,43
 ,38
M,51
F,41
 ,42
F,44
F,47
M,64
 ,36
M,58
M,66
F,66
M,61
 ,37
F,49
M,55
F,71
 ,36
M,63
F,34
 ,70
F,8
 ,37
F,48
F,64
 ,61
M,44
F,48
F,55
F,69
M,59
F,80
F,9
F,15
 ,68
M,37
M,13
 ,69
M,63
F,67
M,42
M,72
F,49
M,59
M,24
M,37
M,22
M,39
M,48
F,50
F,30
F,65
F,35
 ,25
F,7
M,61
F,16
F,19
 ,54
M,41
M,25
M,33
M,60
F,40
M,17
F,33
F,29
F,61
M,59
F,25
F,63
F,44
F,68
M,23
M,76
F,33
F,34
M,50
M,18
F,21
F,31
M,80
F,49
M,80
F,59
M,32
M,25
M,53
M,64
M,24
F,45
F,38
M,12
F,70
F,78
M,60
F,52
M,39
M,7
F,60
M,62
F,51
F,52
 ,67
M,36
M,60
F,27
M,31
M,34
F,36
M,51
M,65
M,49
M,40
F,70
F,7
F,11
F,25
F,58
F,56
M,25
F,26
M,30
M,17
F,57
F,23
F,66
F,43
M,41
M,25
F,25
F,25
F,45
M,26
F,24
F,23
F,63
F,26
F,23
F,26
M,61
M,7
M,36
F,36
F,25
F,51
M,22
M,48
F,59
F,12
F,31
F,7
F,49
M,23
F,40
F,33
M,34
F,32
F,42
M,24
F,26
M,14
M,63
F,60
F,76
F,50
F,31
M,23
F,38
M,8
F,44
M,31
M,83
F,77
F,68
F,22
F,42
 ,64
M,40
F,51
M,33
M,53
F,7
 ,61
 ,64
 ,77
F,12
F,52
F,25
F,72
M,32
M,29
M,34
F,65
M,48
M,56
F,80
M,77
M,48
F,60
O,46
M,47
M,61
F,41
F,29
M,42
M,40
F,31
F,39
M,51
F,17
M,13
M,33
F,24
M,27
 ,52
F,21
F,27
M,28
M,32
M,65
F,31
M,76
M,37
F,33
F,73
M,33
F,51
M,35
M,49
F,30
M,28
F,68
F,72
F,33
F,33
M,63
F,40
M,79
F,89
F,36
F,51
M,58
M,66
M,59
F,13
M,15
F,70
F,49
M,34
M,9
F,40
M,74
M,72
M,74
F,37
F,82
M,67
M,62
F,41
F,26
M,31
 ,45
M,26
 ,30
M,88
M,32
F,79
M,73
F,41
F,75
M,29
M,54
M,60
M,75
F,85
F,74
M,34
F,53
F,85
F,81
M,29
F,41
M,79
F,69
F,87
F,51
M,77
M,57
F,60
F,54
M,64
M,44
M,44
M,45
M,37
F,29
F,31
F,16
 ,64
M,39
 ,31
F,38
M,29
M,83
F,35
F,34
F,33
F,60
M,50
F,24
M,37
M,48
M,8
M,47
F,56
F,63
F,7
F,33
M,32
 ,37
M,29
M,35
F,75
M,77
F,26
F,61
M,26
F,80
M,28
F,55
M,41
M,66
F,37
F,31
F,37
 ,61
F,70
M,27
M,24
M,66
F,39
 ,69
M,74
M,51
F,49
M,51
 ,66
F,25
 ,23
M,74
 ,41
M,59
M,47
M,53
F,22
 ,24
F,65
F,32
M,64
F,72
M,62
M,54
 ,44
M,52
F,31
M,67
F,59
F,60
F,38
M,42
M,24
M,39
M,58
M,25
 ,27
M,6
F,78
F,47
F,63
F,48
F,36
 ,35
 ,51
F,53
M,10
 ,43
 ,49
 ,51
F,44
 ,71
 ,39
 ,61
M,27
M,53
F,27
F,29
F,66
 ,35
M,48
M,75
F,86
M,73
 ,43
M,37
 ,64
F,30
M,68
F,64
M,61
M,72
F,45
M,47
F,75
M,56
M,24
M,67
F,38
M,51
M,42
M,60
M,36
F,46
F,7
F,67
M,44
M,47
M,39
F,42
F,32
M,46
F,21
M,48
F,15
M,37
M,61
F,60
F,27
F,66
 ,34
M,19
M,34
F,28
 ,33
F,23
M,36
F,44
F,55
F,54
F,24
M,29
M,58
F,51
F,33
F,25
 ,29
M,49
M,37
F,61
F,26
M,25
F,34
F,86
M,75
O,27
M,36
F,28
M,32
F,59
F,33
M,38
M,14
F,70
F,57
M,70
M,46
F,55
F,10
F,21
F,81
F,29
F,47
F,26
M,65
F,57
F,23
M,47
F,24
 ,33
 ,42
F,24
F,22
F,15
F,33
M,46
F,41
 ,40
M,27
M,89
F,41
F,38
F,51
M,47
F,45
M,50
F,51
M,30
F,49
M,38
M,49
F,77
F,26
M,45
F,54
M,35
F,77
F,56
F,60
M,27
F,40
F,47
M,59
F,63
F,16
M,32
F,49
M,57
F,22
F,69
M,35
M,45
M,27
F,13
F,51
M,41
M,41
M,23
F,8
F,44
M,34
M,59
 ,61
M,9
M,39
M,28
F,68
M,27
M,41
F,40
F,36
F,8
M,11
F,36
M,65
F,45
M,32
F,46
F,25
M,50
M,24
M,55
M,35
M,57
M,41
O,70
F,28
F,36
M,30
F,48
M,48
F,55
M,40
O,62
M,55
F,54
F,21
F,25
F,44
M,8
F,41
M,54
F,79
M,26
F,41
M,73
F,59
M,63
M,82
F,27
M,44
M,41
F,25
F,25
M,26
M,25
M,39
F,32
F,30
M,83
M,48
F,45
F,71
F,55
F,11
M,35
F,54
F,49
 ,0
M,62
F,58
M,23
F,59
M,78
M,47
M,78
M,29
M,72
M,50
F,79
M,54
F,62
M,32
F,47
F,61
M,69
M,43
M,51
M,62
M,41
M,56
M,85
F,61
M,52
M,40
F,70
M,75
M,66
F,21
F,62
M,44
F,47
F,46
M,33
M,23
 ,35
 ,46
M,43
F,46
M,47
F,80
 ,40
F,57
M,41
F,42
M,72
F,11
F,52
F,46
M,73
F,68
F,56
M,76
M,12
M,29
M,39
M,26
M,39
F,28
M,25
F,24
M,76
M,68
F,30
F,71
M,56
F,58
F,56
F,56
M,8
M,39
F,36
M,48
M,60
F,36
F,63
F,52
F,60
F,43
M,32
M,18
M,72
M,41
F,36
F,47
M,76
F,75
F,67
F,25
M,86
F,76
F,45
F,63
F,7
F,39
F,19
F,64
M,30
F,83
F,22
M,50
F,40
F,39
M,21
F,9
F,72
M,43
M,32
M,30
M,37
M,57
F,39
M,45
F,37
M,34
F,15
M,63
F,30
M,57
F,74
M,65
M,50
F,34
M,43
M,87
M,42
F,31
F,25
F,57
F,58
F,8
M,8
 ,68
M,35
F,35
F,24
M,63
M,55
F,37
M,62
F,40
F,23
F,14
 ,69
M,67
M,80
M,13
M,8
F,34
F,30
F,42
F,35
M,23
M,63
M,70
M,63
F,84
M,42
F,24
M,31
M,18
M,31
F,54
M,46
F,73
F,13
M,18
F,49
F,75
F,43
F,66
F,32
F,8
F,28
M,11
F,30
M,26
F,61
M,64
F,37
F,30
F,72
M,65
F,42
M,76
F,44
F,30
M,45
F,38
M,49
F,50
M,37
F,51
M,56
F,35
F,14
M,19
M,27
F,80
F,42
F,27
F,34
 ,26
M,22
F,26
F,17
F,40
M,12
F,28
F,67
F,24
M,25
M,41
M,41
F,33
M,65
M,67
F,21
F,50
F,70
 ,32
F,66
F,65
F,79
M,33
F,32
M,50
M,54
F,39
F,75
M,65
M,65
M,24
M,53
F,56
M,82
F,44
F,24
F,26
F,19
M,73
F,30
M,71
F,57
M,38
F,23
M,10
M,12
F,14
M,40
F,25
M,24
F,60
M,52
M,80
F,26
M,29
M,45
M,25
 ,75
M,51
M,76
F,32
M,88
F,59
F,9
M,37
F,22
M,8
F,8
M,55
F,70
F,39
F,30
M,41
 ,43
M,25
F,79
F,55
M,51
M,54
M,71
F,46
M,55
F,45
F,19
M,61
F,50
M,53
M,49
F,64
F,51
M,68
F,11
F,36
F,37
M,50
F,51
F,50
M,82
F,65
M,76
F,77
F,41
M,18
M,68
M,25
F,43
M,42
M,33
F,36
F,68
M,71
F,69
M,63
M,43
F,55
M,69
M,56
F,64
M,46
M,74
F,46
F,63
F,79
M,66
M,70
M,18
M,71
F,60
F,66
F,45
M,51
F,82
F,73
M,46
M,69
F,80
F,68
F,64
F,57
M,50
M,56
M,64
M,23
M,72
M,90
M,53
F,60
M,54
M,62
M,88
M,39
M,33
M,61
F,72
M,44
F,31
F,77
M,85
M,68
M,76
F,72
M,75
F,75
M,80
M,85
F,81
F,65
F,84
F,77
M,70
M,77
F,68
F,41
F,73
F,63
M,42
F,87
M,69
M,41
F,67
M,75
F,59
F,79
M,73
F,67
M,57
M,87
M,80
M,91
M,82
M,60
M,61
F,58
M,79
F,68
F,64
M,35
M,66
F,77
F,73
M,81
M,78
M,28
M,70
F,20
F,66
F,55
F,56
M,28
F,45
F,69
M,40
M,34
M,29
M,26
F,53
M,56
F,48
M,74
F,51
 ,30
M,44
M,69
M,24
F,82
M,42
F,75
M,91
F,72
F,16
F,18
F,45
M,66
F,40
F,42
M,12
F,77
M,39
F,76
F,37
M,49
F,36
F,52
M,64
M,68
M,26
F,51
M,25
M,88
F,62
M,26
F,37
F,10
F,76
F,31
M,44
F,56
F,17
F,36
F,42
 ,40
M,82
F,24
F,60
M,49
M,32
M,28
M,20
M,41
F,58
M,69
M,57
F,84
M,33
M,29
M,38
F,27
M,29
O,65
M,48
F,31
M,28
F,35
M,20
M,48
F,41
F,55
F,72
M,73
F,71
F,38
M,45
M,76
F,75
M,24
M,51
F,72
M,22
F,79
M,44
M,38
 ,56
F,37
M,50
M,37
F,58
F,31
M,61
M,75
F,46
M,72
F,63
M,52
F,19
F,67
F,85
M,79
M,74
M,72
M,46
F,68
M,59
M,63
M,55
M,33
M,50
M,39
F,44
M,32
M,69
F,64
M,52
F,26
M,34
M,81
F,39
M,65
M,65
F,81
F,62
M,70
F,79
F,69
F,66
F,82
M,84
M,59
M,80
M,54
M,93
M,32
F,62
F,65
F,38
M,37
M,40
F,52
F,29
O,31
M,43
M,33
F,60
M,25
F,70
M,28
F,26
F,66
F,44
M,33
M,74
F,13
F,87
F,30
F,36
M,10
F,49
F,16
F,32
F,85
M,46
M,23
F,71
F,64
F,27
F,80
F,62
M,9
M,40
F,60
F,70
 ,40
F,49
F,47
F,10
M,45
F,61
M,41
M,9
M,60
F,50
M,54
F,68
M,43
M,39
F,12
F,18
F,59
M,37
F,48
M,50
F,27
F,34
F,46
F,65
M,60
F,42
F,38
F,33
M,16
M,37
M,66
M,35
M,47
M,33
F,32
M,18
F,52
M,9
M,66
F,53
F,52
M,35
M,35
F,40
F,71
M,68
M,69
F,27
M,29
M,67
F,29
F,31
F,41
M,10
F,56
F,28
F,67
M,10
F,31
F,9
F,77
F,16
F,81
M,83
F,76
F,38
M,26
F,16
F,97
M,32
M,52
M,50
M,66
F,27
F,34
F,29
M,39
M,26
F,78
F,47
F,52
F,44
F,9
F,57
M,49
M,30
F,40
M,26
F,31
M,23
F,68
M,25
M,66
F,36
M,26
M,65
F,26
F,32
M,27
M,11
M,60
M,78
F,33
F,61
F,57
F,77
F,58
M,60
M,31
M,28
F,31
M,38
M,42
F,34
M,63
M,34
M,70
F,32
F,59
F,13
F,76
F,31
F,72
F,26
M,38
F,39
F,49
M,42
F,52
M,62
M,28
M,77
F,39
M,79
M,47
F,42
 ,61
M,26
 ,30
M,79
 ,28
O,59
F,63
M,65
M,35
F,31
F,44
F,28
F,77
 ,36
M,50
M,38
M,72
 ,33
 ,44
F,69
M,74
F,76
F,75
F,32
M,42
F,38
M,57
F,41
M,43
M,10
 ,34
F,71
 ,33
F,50
F,55
F,49
 ,30
M,29
F,37
F,30
M,26
 ,45
F,53
 ,59
F,32
M,64
M,37
M,41
M,36
M,67
F,69
F,37
F,12
 ,69
M,26
F,29
 ,30
M,63
 ,17
F,68
M,74
M,68
F,24
F,21
 ,71
M,29
F,37
 ,42
M,65
M,20
F,21
F,31
 ,40
F,84
M,42
F,36
M,12
F,35
M,51
F,78
F,55
 ,34
F,51
M,61
F,28
M,31
M,89
 ,85
F,53
F,27
M,29
F,35
 ,29
M,10
 ,71
M,28
M,65
M,28
F,72
F,51
M,27
F,14
M,16
F,74
F,62
M,26
F,46
M,29
F,31
M,28
M,44
F,31
M,59
M,78
M,61
M,35
M,43
M,25
M,68
M,46
F,44
M,43
M,40
F,41
F,10
M,51
F,60
O,58
M,76
F,29
M,77
F,14
M,17
M,52
M,29
M,27
M,41
M,49
M,78
F,26
F,36
F,38
M,18
M,38
F,51
M,12
F,19
M,25
F,46
F,85
M,41
M,59
M,56
 ,37
F,41
F,36
F,77
F,34
F,30
 ,36
F,55
M,32
M,66
M,62
 ,21
M,31
F,32
F,34
F,60
F,64
M,36
F,39
M,43
 ,40
M,40
M,33
F,29
M,65
 ,52
F,28
F,53
M,45
F,72
F,47
F,32
M,30
 ,38
 ,61
 ,32
M,67
F,80
F,89
M,31
M,47
M,50
F,37
M,31
F,17
M,37
M,51
M,47
 ,13
M,61
F,35
 ,30
M,48
M,15
M,45
F,49
F,56
F,13
 ,29
F,57
M,30
F,33
M,30
F,12
O,27
 ,28
M,55
F,46
 ,46
F,50
M,41
M,37
M,36
F,37
M,29
F,38
M,12
F,44
M,38
M,62
M,51
M,64
 ,29
M,39
F,47
F,34
M,35
M,48
M,53
F,24
M,31
M,15
M,12
M,58
F,71
F,83
F,75
F,37
M,31
F,55
M,33
F,37
F,38
M,50
F,31
M,12
F,12
F,77
M,68
M,17
F,63
F,23
 ,72
F,34
F,18
M,52
F,15
F,29
M,12
M,36
M,78
 ,76
F,21
F,49
M,89
M,46
F,30
F,67
F,54
M,65
F,74
M,31
F,45
M,31
 ,31
M,64
M,58
F,37
M,55
F,30
 ,98
 ,29
M,52
 ,33
 ,65
F,19
M,61
M,20
 ,27
M,26
F,76
F,23
M,75
M,23
M,69
F,84
F,48
F,54
M,73
F,75
M,36
F,55
F,66
M,27
M,30
F,65
M,27
 ,56
M,38
M,58
M,43
M,30
F,58
F,50
F,43
F,25
F,64
M,65
M,61
M,51
F,68
M,30
M,34
F,31
M,40
F,71
F,34
M,47
F,71
F,30
M,49
M,56
M,75
F,39
F,36
M,64
F,59
 ,40
F,18
M,20
F,30
M,31
F,37
F,55
F,34
F,13
F,46
M,36
M,83
 ,28
M,39
 ,74
M,30
F,76
M,48
 ,93
M,47
F,35
 ,74
F,35
M,41
F,30
F,13
F,81
F,33
M,58
M,27
M,30
M,39
M,71
F,47
M,65
F,33
M,69
F,39
M,32
F,36
F,61
 ,35
F,28
F,35
F,60
M,34
M,64
M,46
M,41
M,78
F,52
M,40
F,53
F,60
M,51
F,31
M,41
F,40
M,36
O,79
M,13
F,66
M,69
F,31
F,42
F,53
M,59
M,83
M,34
F,60
M,31
F,88
M,54
M,74
M,73
F,63
F,34
F,67
F,36
M,33
F,50
M,60
F,73
F,38
 ,55
 ,38
F,22
M,35
F,35
M,50
F,62
M,54
M,45
M,30
M,56
F,15
F,30
M,44
M,54
F,47
F,49
F,38
M,81
F,92
F,45
M,81
F,41
M,32
F,14
F,93
M,55
F,55
M,15
F,55
F,70
F,21
M,35
F,26
F,24
M,56
 ,33
F,42
 ,82
 ,33
M,34
F,45
M,35
M,29
F,73
F,49
M,35
F,21
M,29
M,50
M,66
M,32
M,46
F,77
M,33
F,71
 ,51
F,33
F,61
F,56
M,20
F,30
F,14
F,45
F,29
M,48
F,26
M,42
M,76
F,33
F,36
F,56
F,59
M,34
 ,66
F,82
F,76
M,43
F,77
F,52
F,42
F,67
M,69
F,56
 ,62
F,50
F,66
M,66
M,38
F,15
F,45
M,50
M,34
F,83
M,67
F,75
F,51
M,51
M,22
M,16
M,75
F,49
F,32
F,64
M,53
M,15
F,75
M,83
M,45
M,71
F,32
 ,26
F,54
M,17
M,62
M,42
 ,79
M,36
M,76
M,25
M,27
M,46
M,18
F,86
F,47
 ,50
F,33
F,84
F,81
F,35
F,75
 ,75
F,79
M,79
 ,35
M,32
M,43
F,15
M,41
M,64
 ,43
M,34
F,60
F,32
F,18
F,15
F,56
F,43
M,49
M,42
F,38
M,37
M,90
F,44
F,32
M,47
 ,73
F,34
M,15
M,38
F,31
M,31
M,31
M,46
M,62
M,35
F,45
M,49
F,32
F,34
M,35
F,65
F,66
F,18
F,60
 ,34
F,40
F,20
F,25
F,24
F,39
M,38
M,38
M,39
F,74
F,30
F,63
M,38
F,42
M,37
F,45
F,69
M,36
M,35
M,50
F,45
M,32
F,72
F,64
F,19
M,50
M,65
M,47
M,63
M,32
F,28
F,28
F,24
F,41
F,55
F,70
M,58
M,61
F,61
M,83
F,70
M,35
F,39
F,41
M,34
F,33
F,19
M,61
F,30
F,62
F,82
M,82
F,74
M,33
 ,40
M,48
F,34
F,49
F,70
F,45
 ,40
 ,55
M,57
M,64
M,29
F,45
F,55
 ,53
 ,40
M,37
F,61
M,37
M,57
M,62
 ,44
M,81
F,61
F,61
M,70
M,57
M,18
F,66
F,62
F,36
M,37
F,34
 ,49
F,38
F,49
M,45
M,64
M,36
M,74
F,18
F,74
M,54
F,36
M,40
M,53
 ,38
F,26
F,44
 ,34
F,64
F,69
F,62
M,86
M,84
M,57
M,69
M,59
M,75
M,50
F,72
F,49
M,76
F,77
M,71
F,89
F,74
F,77
F,64
F,37
M,56
M,55
M,78
F,76
M,65
M,81
M,51
M,35
M,83
F,82
M,84
F,84
M,56
F,83
F,56
M,58
F,56
M,70
F,80
M,80
M,75
M,52
F,76
M,47
M,78
M,51
F,79
F,84
M,62
F,84
F,70
F,23
M,64
F,47
F,37
F,26
F,69
F,23
F,58
M,83
F,74
F,25
M,27
F,64
M,48
F,27
M,34
M,68
M,78
F,38
F,41
F,33
F,44
F,41
M,25
F,50
F,34
M,88
M,68
F,64
F,59
F,29
M,73
M,28
F,24
M,45
M,36
F,55
M,34
M,80
F,53
M,73
F,67
M,11
F,9
M,71
F,45
M,71
F,46
F,37
M,37
F,67
M,71
M,59
F,28
F,53
M,57
F,33
F,55
F,31
F,32
M,21
F,20
M,14
M,32
M,31
M,40
F,50
M,53
F,82
M,81
F,26
M,34
M,67
F,62
M,44
M,73
F,51
M,80
M,67
 ,41
F,70
F,65
F,48
F,41
F,53
M,66
M,68
M,44
F,25
M,28
F,10
M,16
M,37
M,35
F,32
F,17
M,67
F,25
F,18
M,43
F,24
M,28
F,73
F,27
F,28
F,60
F,82
M,72
M,29
F,48
F,41
 ,33
M,43
F,47
F,20
M,17
M,58
F,78
M,38
M,82
F,29
F,41
F,55
M,26
M,41
M,27
F,37
F,28
M,10
M,50
F,57
M,40
M,34
F,41
M,40
M,75
F,29
F,65
M,64
F,50
F,34
 ,67
F,31
M,45
F,26
F,68
F,34
 ,55
M,54
M,69
M,14
M,36
F,31
M,51
M,77
M,57
M,44
F,31
M,43
F,14
F,64
M,64
M,48
M,40
F,11
M,18
F,33
F,25
F,43
F,56
M,50
M,43
M,11
F,58
 ,71
M,77
M,21
M,23
F,49
M,35
M,29
F,70
 ,51
M,72
 ,36
 ,73
M,84
M,38
F,31
M,25
F,31
F,26
M,52
F,55
M,32
F,21
F,62
F,27
M,19
F,52
F,30
M,78
M,56
M,59
 ,70
 ,57
F,63
M,31
F,47
M,35
M,40
M,29
M,15
F,34
F,28
F,50
F,81
M,80
M,36
M,41
F,66
M,80
F,31
F,74
 ,33
 ,65
 ,57
M,58
 ,65
M,41
M,44
F,29
F,56
F,69
M,62
M,69
F,24
F,73
M,71
F,59
M,57
F,62
F,57
M,32
O,29
 ,42
F,20
M,52
F,26
M,35
F,50
 ,47
M,28
M,34
M,79
 ,28
M,30
F,61
F,68
M,36
M,64
F,61
M,59
F,34
M,36
M,38
 ,28
M,30
M,41
M,48
M,32
M,32
F,72
M,31
M,29
F,38
M,44
M,29
F,40
F,46
M,63
F,64
F,18
F,79
F,47
F,21
F,62
F,54
F,33
F,29
M,55
F,50
F,42
M,55
M,54
M,26
F,47
M,24
F,40
F,61
F,31
F,72
F,68
F,39
M,44
F,25
M,65
F,77
F,81
M,81
F,43
F,53
M,39
 ,52
F,27
F,71
M,68
F,33
F,54
F,52
M,36
F,16
F,41
M,13
M,17
 ,40
F,28
F,32
F,38
M,48
M,17
F,27
M,45
F,42
F,64
F,40
M,28
F,73
M,39
 ,63
F,30
M,41
 ,37
F,14
M,63
F,46
F,23
F,42
M,17
F,36
M,18
M,49
M,29
M,60
M,63
F,58
M,37
F,32
M,30
M,29
M,30
 ,51
M,53
M,29
 ,37
M,50
M,58
F,57
F,30
F,38
M,49
F,67
M,57
F,52
M,57
F,60
F,72
M,46
F,56
F,30
M,30
M,35
M,81
M,54
F,29
M,44
M,80
M,19
M,39
F,12
F,18
F,76
M,37
F,79
M,32
M,12
F,51
F,32
F,30
 ,43
F,73
F,61
 ,44
F,13
F,15
M,49
M,49
F,35
F,47
M,26
M,59
F,30
M,12
M,31
M,42
 ,28
 ,72
F,34
M,38
F,41
M,55
F,45
M,53
M,59
M,41
F,65
F,30
M,22
M,56
M,53
F,57
M,32
M,55
F,22
F,30
F,27
F,60
M,29
M,40
M,47
M,45
F,27
M,34
M,38
M,60
F,39
O,29
F,67
M,81
F,60
F,14
M,31
F,35
F,75
M,51
F,41
F,39
M,46
M,43
M,29
M,68
F,32
M,58
F,78
M,17
M,10
F,58
F,25
M,43
M,45
M,58
M,40
F,38
M,50
M,85
M,52
 ,37
M,24
M,23
M,12
F,41
M,33
F,44
 ,41
F,68
F,48
F,29
M,27
F,9
F,78
F,41
F,19
M,34
M,58
F,27
M,25
 ,39
F,61
M,25
F,56
F,27
M,48
M,22
M,58
M,85
M,37
M,45
F,15
M,34
M,64
F,38
M,25
M,59
F,52
F,32
M,26
F,21
F,26
M,29
M,26
F,10
M,37
M,26
M,42
F,58
F,63
F,84
F,34
 ,24
M,45
M,48
F,68
F,28
F,79
 ,36
F,72
M,82
M,28
M,43
M,64
M,43
F,66
F,25
M,78
F,80
F,27
M,32
 ,36
F,24
F,27
M,32
M,31
M,63
M,28
F,52
F,47
M,62
M,42
M,12
M,31
M,44
M,10
F,26
M,70
M,66
F,74
F,29
F,58
M,33
M,25
M,27
M,28
M,64
F,26
M,39
M,68
M,44
M,27
F,54
F,42
M,43
M,28
F,33
M,61
F,76
M,76
M,36
M,54
M,37
M,78
F,22
F,26
M,48
F,40
M,44
M,40
M,71
F,10
M,25
M,43
F,59
F,16
M,69
F,29
M,28
F,59
F,36
M,30
 ,45
F,40
F,36
M,40
F,48
M,46
M,53
M,62
 ,41
F,54
M,34
M,71
M,40
M,28
 ,37
 ,26
M,28
M,53
M,22
M,16
M,11
 ,64
 ,65
M,53
M,16
M,30
F,47
F,70
F,49
M,10
M,35
F,32
 ,84
F,18
F,33
M,38
M,10
F,43
M,40
 ,41
F,40
F,28
F,73
 ,49
F,26
M,31
M,12
M,44
 ,45
M,22
M,44
F,18
F,21
M,49
F,69
M,40
M,55
M,38
F,67
M,12
M,53
M,53
F,38
 ,39
F,40
 ,39
M,21
M,35
F,12
 ,72
M,70
F,57
F,53
M,56
F,57
M,83
F,68
M,18
M,18
F,35
M,84
F,64
M,28
F,79
F,49
M,71
F,10
F,27
F,16
M,60
M,72
 ,51
O,64
 ,84
M,58
F,51
 ,79
M,27
 ,53
F,49
M,65
M,77
M,60
F,75
M,42
F,61
M,58
M,71
 ,60
F,64
 ,41
M,56
F,86
M,25
M,28
M,39
M,93
M,36
M,26
F,48
 ,80
F,76
F,37
M,36
M,52
M,19
 ,63
F,35
 ,28
F,49
F,32
M,29
M,39
F,51
M,36
M,63
F,51
M,68
M,44
M,76
F,51
F,20
M,73
M,14
M,51
M,13
 ,46
F,41
M,71
M,27
M,66
M,73
M,76
M,69
F,34
 ,33
F,66
F,28
F,57
M,67
F,13
F,10
F,56
M,60
M,56
F,31
F,62
 ,68
M,39
F,11
M,28
M,91
M,47
M,69
M,43
M,15
M,44
M,29
M,66
 ,63
M,53
F,38
M,36
M,34
F,45
F,54
F,38
M,64
F,74
F,45
F,68
F,37
M,68
M,25
O,40
F,36
F,29
F,78
M,42
 ,28
F,20
M,35
F,23
M,60
F,47
M,53
F,34
F,53
F,40
F,35
M,29
M,12
M,13
F,40
M,30
M,50
M,81
F,54
M,30
F,55
F,41
F,76
F,42
F,11
F,37
F,70
M,74
F,56
F,20
F,11
F,63
F,45
M,45
M,66
F,26
 ,38
F,28
M,61
 ,63
M,62
M,33
F,51
M,57
F,35
M,66
M,35
M,25
F,11
F,44
F,73
F,45
M,46
F,38
M,32
F,34
F,34
F,65
M,36
 ,57
M,83
M,44
O,28
F,36
M,37
 ,40
M,67
F,37
F,58
M,71
 ,30
F,49
F,56
M,57
F,44
F,60
F,86
F,44
M,45
M,62
F,38
 ,37
 ,42
M,28
M,66
M,70
M,47
F,69
F,71
F,42
F,70
M,35
M,71
F,66
M,45
F,55
M,68
F,50
F,62
F,79
M,72
M,58
F,44
F,75
F,56
M,34
M,53
F,30
O,55
F,23
F,38
F,77
F,36
M,78
F,47
M,42
M,65
F,54
M,17
F,77
 ,41
M,60
 ,63
F,39
F,56
F,36
F,57
F,81
M,82
F,65
M,35
M,30
M,18
F,61
M,27
 ,29
M,64
F,83
F,60
M,71
 ,29
F,53
M,57
F,19
M,55
M,64
F,56
F,59
M,18
M,59
M,50
F,45
M,48
 ,45
F,69
 ,36
F,71
M,35
M,84
F,40
F,23
 ,42
M,37
F,18
M,35
 ,37
M,80
M,36
F,43
F,76
 ,34
F,57
F,33
F,54
M,46
 ,53
F,62
M,68
F,60
M,72
M,58
F,67
M,61
F,44
F,40
M,19
 ,52
M,38
F,37
M,22
M,38
F,59
M,60
F,60
M,46
F,26
M,23
F,47
F,44
 ,73
F,48
F,52
F,47
F,49
M,43
F,73
 ,46
F,35
F,84
F,79
M,90
M,72
M,82
 ,66
F,64
F,68
F,84
F,82
M,79
F,74
F,53
F,58
F,39
M,53
M,66
M,65
M,80
F,57
 ,55
F,49
M,25
 ,58
M,55
F,83
M,57
M,45
F,55
F,41
 ,37
M,79
F,74
F,71
 ,55
F,62
M,83
M,50
F,64
M,43
F,62
F,52
F,50
M,82
F,61
F,74
M,58
F,89
 ,69
F,68
M,48
F,88
 ,41
F,59
F,80
F,46
 ,58
F,47
M,28
M,28
F,52
F,60
M,61
F,70
M,42
M,38
O,47
M,66
M,49
M,55
F,60
M,84
M,65
F,73
F,38
F,21
M,44
 ,57
M,57
F,21
F,24
M,70
F,54
M,44
F,73
F,42
 ,63
M,21
M,47
F,66
F,44
M,67
F,52
F,49
F,50
F,44
M,64
M,75
M,48
F,40
O,80
O,48
F,69
F,43
F,44
M,38
M,37
M,39
F,62
M,62
M,83
M,59
M,76
M,72
F,64
M,42
M,44
F,37
F,78
 ,40
M,75
F,35
M,70
M,45
F,84
F,33
F,43
F,74
M,30
F,22
M,26
M,57
M,52
F,32
F,57
M,57
F,58
F,62
M,29
M,54
F,66
F,45
M,57
M,51
 ,47
F,81
F,49
F,77
F,37
M,52
F,49
F,43
 ,69
F,73
F,45
O,71
M,50
M,35
M,75
M,60
F,84
M,82
M,67
M,84
M,68
F,83
M,34
F,22
M,47
F,65
M,61
F,63
F,59
M,41
M,67
F,68
F,80
M,71
F,65
 ,38
F,31
M,56
F,42
F,88
M,36
F,54
M,80
M,65
F,68
F,65
M,54
M,84
F,56
M,54
F,80
M,66
M,41
F,55
M,33
F,64
F,77
F,30
M,31
F,65
M,62
F,38
M,79
M,63
M,40
F,50
F,32
M,58
F,54
M,74
M,55
M,42
F,42
 ,71
F,56
M,67
M,49
M,81
M,69
M,66
F,35
 ,47
M,71
F,61
F,59
F,58
M,70
F,26
M,73
F,75
F,76
M,33
F,48
F,76
F,62
M,78
M,79
F,80
M,47
M,49
F,57
F,71
F,78
M,78
 ,52
F,81
 ,71
M,79
M,47
F,85
