ATM_Address,ATM_City_State,Merchant_Category,Merchant_Name,Transaction_Code,Transaction_Code_Description,Transaction_Type,Transaction_Type_Description,Transaction_Number,Amount_Completed,Transaction_Date,Time_Local_hhmmss,Recurring_Trxn,CustomerID
NORRIDGEWOCK,NORRIDGEWOCKME,5541,NORRIDGEWOCK IR,20,POS Debit        Pri,P,Pinned Settlements  ,90,8.34,2025-11-27,121600, ,BSB458811
900 STILLWATER AVE,BANGORME,5411,WAL-MART #1856,20,POS Debit        Pri,P,Pinned Settlements  ,0,6.18,2025-11-25,93500, ,BSB261191
HANNAFORD #8188 756,YARMOUTHME,5411,HANNAFORD #8188,20,POS Debit        Pri,P,Pinned Settlements  ,82,75.44,2025-11-24,192149, ,BSB040998
9335 SW COMMERCE CE,PORT ST LUCIEFL,5411,PUBLIX SUPER MAR,20,POS Debit        Pri,P,Pinned Settlements  ,93,7.32,2025-11-26,101131, ,BSB255752
164 LONGVIEW DR,BANGORME,5542,BJ S FUEL #9374,20,POS Debit        Pri,P,Pinned Settlements  ,60,77.0,2025-11-28,122017, ,BSB243710
HANNAFORD #8241 93,BELFASTME,5411,HANNAFORD #8241,20,POS Debit        Pri,P,Pinned Settlements  ,32,76.61,2025-12-05,124153, ,BSB057233
02382--8 UNION ST,AUBURNME,5912,CVS/PHARMACY #02,20,POS Debit        Pri,P,Pinned Settlements  ,33,10.33,2025-12-05,165251, ,BSB466595
COLEBROOK,COLEBROOKNH,5411,LAPERLES IGA,20,POS Debit        Pri,P,Pinned Settlements  ,72,33.25,2025-12-05,113600, ,BSB277313
PARADIS SHOP N SAVE,BREWERME,5411,PARADIS SHOP N S,20,POS Debit        Pri,P,Pinned Settlements  ,17,76.97,2025-12-05,163916, ,BSB439123
HANNAFORD #8107 653,BANGORME,5411,HANNAFORD #8107,20,POS Debit        Pri,P,Pinned Settlements  ,44,142.91,2025-12-07,160053, ,BSB125617
HANNAFORD #8238 190,WATERVILLEME,5411,HANNAFORD #8238,20,POS Debit        Pri,P,Pinned Settlements  ,2,36.76,2025-12-06,155134, ,BSB184832
LINCOLN,LINCOLNME,5411,STEAKS N STUFF,20,POS Debit        Pri,P,Pinned Settlements  ,37,36.75,2025-12-08,170500, ,BSB515919
SACO,SACOME,5411,SHAWS OSCO 2626,20,POS Debit        Pri,P,Pinned Settlements  ,76,8.95,2025-12-05,171500, ,BSB202821
ISLAND FALLS,ISLAND FALLSME,5411,JERRYS SHURFINE,20,POS Debit        Pri,P,Pinned Settlements  ,31,20.9,2025-12-05,152200, ,BSB338878
461 HIGH ST STE 2,ELLSWORTHME,5599,TRACTOR SUPPLY C,20,POS Debit        Pri,P,Pinned Settlements  ,93,54.85,2025-12-05,123905, ,BSB109336
979 US RTE 2 EAST,WILTONME,5599,TRACTOR SUPPLY #,20,POS Debit        Pri,P,Pinned Settlements  ,75,47.46,2025-12-05,155536, ,BSB108458
10 STEPHEN KING DRI,AUGUSTAME,5977,ULTA # 412,20,POS Debit        Pri,P,Pinned Settlements  ,80,48.55,2025-12-07,141703, ,BSB340079
164 LONGVIEW DR,BANGORME,5300,BJS WHOLESALE #0,20,POS Debit        Pri,P,Pinned Settlements  ,88,93.37,2025-12-08,172644, ,BSB099817
689 MAIN ST,CORINTHME,5542,WHITNEY S CITGO,20,POS Debit        Pri,P,Pinned Settlements  ,42,48.01,2025-12-08,164838, ,BSB512619
6 MAIN ST,SKOWHEGANME,5331,FAMILY DOLLAR,20,POS Debit        Pri,P,Pinned Settlements  ,66,27.43,2025-12-07,152516, ,BSB340079
90 WATERVILLE,SKOWHEGANME,5541,LANEYS PIT STOP,20,POS Debit        Pri,P,Pinned Settlements  ,57,44.0,2025-12-07,92200, ,BSB340079
561 MAIN ST,GORHAMNH,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,67,139.71,2025-11-26,123430, ,BSB239581
HANNAFORD #8265 692,LEWISTONME,5411,HANNAFORD #8265,20,POS Debit        Pri,P,Pinned Settlements  ,43,83.52,2025-11-25,172106, ,BSB335873
BREWER,BREWERME,5533,O REILLY 4508,20,POS Debit        Pri,P,Pinned Settlements  ,24,11.59,2025-11-26,135900, ,BSB017279
HANNAFORD #8265 692,LEWISTONME,5411,HANNAFORD #8265,20,POS Debit        Pri,P,Pinned Settlements  ,56,18.55,2025-11-24,194538, ,BSB335873
CIRCLE K # 07123 24,CANAANME,5541,CIRCLE K # 07123,20,POS Debit        Pri,P,Pinned Settlements  ,25,3.84,2025-11-27,173354, ,BSB210671
55 THOMASTON COMMON,THOMASTONME,5411,WAL WAL-MART #17,20,POS Debit        Pri,P,Pinned Settlements  ,97,39.2,2025-11-26,125853, ,BSB191724
GROVETON,GROVETONNH,5542,GROVETON IRVING,20,POS Debit        Pri,P,Pinned Settlements  ,29,24.74,2025-11-26,104900, ,BSB239581
137 MAIN ROAD,HOLDENME,5599,TRACTOR SUPPLY #,20,POS Debit        Pri,P,Pinned Settlements  ,71,67.9,2025-11-26,141432, ,BSB017279
PLAYSTATION NETWORK,FOSTER CITYCA,5818,PLAYSTATION NETW,20,POS Debit        Pri,P,Pinned Settlements  ,12,0.0,2025-11-22,15556, ,BSB060387
CIRCLE K # 07123 24,CANAANME,5542,CIRCLE K # 07123,20,POS Debit        Pri,P,Pinned Settlements  ,52,55.83,2025-11-27,173146, ,BSB210671
60 Longview Dr,BangorME,5411,TARGET T-1855,20,POS Debit        Pri,P,Pinned Settlements  ,72,51.41,2025-11-28,124515, ,BSB226843
HANNAFORD #8138 532,SACOME,5411,HANNAFORD #8138,20,POS Debit        Pri,P,Pinned Settlements  ,44,10.94,2025-11-26,164807, ,BSB243684
HANNAFORD #8133 500,OLD TOWNME,5411,HANNAFORD #8133,20,POS Debit        Pri,P,Pinned Settlements  ,65,59.4,2025-11-28,155606, ,BSB243710
158 NEW COUNTY RD,THOMASTONME,5814,MCDONALD S F3529,20,POS Debit        Pri,P,Pinned Settlements  ,0,30.0,2025-11-26,120000, ,BSB191724
HANNAFORD #8226 21,BUXTONME,5411,HANNAFORD #8226,20,POS Debit        Pri,P,Pinned Settlements  ,92,37.74,2025-11-28,101549, ,BSB311287
WWW.ETSY.COM/,BROOKLYNNY,5699,"ETSY, INC. ETSY.",20,POS Debit        Pri,P,Pinned Settlements  ,28,19.04,2025-11-25,11406, ,BSB159874
HANNAFORD #8133 500,OLD TOWNME,5411,HANNAFORD #8133,20,POS Debit        Pri,P,Pinned Settlements  ,38,6.85,2025-11-25,211318, ,BSB322208
FREEPORT,FREEPORTME,5411,SHAWS OSCO 0608,20,POS Debit        Pri,P,Pinned Settlements  ,72,36.49,2025-11-25,181700, ,BSB335005
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*B25X1,20,POS Debit        Pri,P,Pinned Settlements  ,16,274.28,2025-11-26,124215, ,BSB506128
20 FARMINGTON,NEW SHARONME,5541,SANDY RIVER FARM,20,POS Debit        Pri,P,Pinned Settlements  ,16,6.47,2025-11-26,111057, ,BSB017279
GOOGLE *TIKTOK VIDE,MOUNTAIN VIEWCA,5734,GOOGLE *TIKTOK V,20,POS Debit        Pri,P,Pinned Settlements  ,8,2.1,2025-11-26,191048, ,BSB390781
258 MAIN ST,MADISONME,5533,CAR PARTS MADISO,20,POS Debit        Pri,P,Pinned Settlements  ,77,262.51,2025-11-28,120434, ,BSB502705
201 CIVIC CENTER DR,AUGUSTAME,5411,WAL-MART #2046,20,POS Debit        Pri,P,Pinned Settlements  ,73,155.0,2025-11-28,155227, ,BSB136596
HANNAFORD #8358 520,RUMFORDME,5411,HANNAFORD #8358,20,POS Debit        Pri,P,Pinned Settlements  ,9,150.67,2025-11-28,80410, ,BSB189410
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*B21Q2,20,POS Debit        Pri,P,Pinned Settlements  ,47,8.06,2025-11-28,102453, ,BSB332524
24 WALTON DR,BREWERME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,51,159.32,2025-11-25,153544, ,BSB159874
BETHEL,BETHELME,5541,BETHEL IRVING R,20,POS Debit        Pri,P,Pinned Settlements  ,39,10.23,2025-11-27,50200, ,BSB427985
AMAZON.COM,SEATTLEWA,5942,AMAZON.COM*B27OY,20,POS Debit        Pri,P,Pinned Settlements  ,9,16.75,2025-11-26,162437, ,BSB457866
248 GREENFIELD ROAD,GREENBUSHME,5541,APPLEBEES SUPERE,20,POS Debit        Pri,P,Pinned Settlements  ,88,199.81,2025-11-26,122311, ,BSB243710
142 WALDO AVE,BELFASTME,5542,CITGO WENTWORTH,20,POS Debit        Pri,P,Pinned Settlements  ,61,38.23,2025-11-28,100844, ,BSB007975
566 UNION ST,BANGORME,5912,WALGREENS STORE,20,POS Debit        Pri,P,Pinned Settlements  ,7,21.31,2025-12-07,163642, ,BSB158071
250 W BROADWAY,LINCOLNME,5411,WAL-MART #1919,20,POS Debit        Pri,P,Pinned Settlements  ,78,31.53,2025-12-07,162508, ,BSB515919
105 MOUNT AUBURN AV,AUBURNME,5995,PETCO 2786,20,POS Debit        Pri,P,Pinned Settlements  ,9,16.11,2025-12-07,182655, ,BSB108458
SHELL,ELLSWORTHME,5541,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,67,13.3,2025-12-05,51500, ,BSB109336
6 STILLWATER AVE ST,ORONOME,5331,DOLLAR TREE,20,POS Debit        Pri,P,Pinned Settlements  ,70,26.63,2025-12-07,103208, ,BSB319852
55 THOMASTON COMMON,THOMASTONME,5411,WAL-MART #1797,20,POS Debit        Pri,P,Pinned Settlements  ,0,20.9,2025-12-09,121700, ,BSB012069
365 LINCOLN ST,MANCHESTERNH,5331,DOLLARTREE,20,POS Debit        Pri,P,Pinned Settlements  ,21,4.0,2025-12-06,144148, ,BSB135012
AUGUSTA,AUGUSTAME,5411,SHAWS OSCO 2552,20,POS Debit        Pri,P,Pinned Settlements  ,92,87.7,2025-11-28,175100, ,BSB136596
2484 CARMEL RD N,NEWBURGHME,5541,DYSART S CITGO T,20,POS Debit        Pri,P,Pinned Settlements  ,81,20.0,2025-11-27,110025, ,BSB390781
422 CENTER ST,BANGORME,5541,TRI CITY PIZZA,20,POS Debit        Pri,P,Pinned Settlements  ,78,24.14,2025-11-29,180931, ,BSB061382
SQUAREUP.COM,OAKLANDCA,7299,CASH APP*ASHLEY,20,POS Debit        Pri,P,Pinned Settlements  ,36,109.99,2025-11-28,142657, ,BSB342044
1090 SPIRIT LAKE RD,WINTER HAVENFL,5411,PUBLIX SUPER MAR,20,POS Debit        Pri,P,Pinned Settlements  ,64,1.89,2025-12-01,142012, ,BSB208693
AUSTIN,AUSTINTX,5411,H-E-B #780,20,POS Debit        Pri,P,Pinned Settlements  ,67,81.84,2025-11-26,193100, ,BSB357948
CIRCLE K 07035 92 M,MADISONME,5542,CIRCLE K 07035 9,20,POS Debit        Pri,P,Pinned Settlements  ,60,20.87,2025-11-27,203354, ,BSB502705
160 MEADOW STREET,LITTLETONNH,5999,Harbor Freight T,20,POS Debit        Pri,P,Pinned Settlements  ,44,37.96,2025-11-28,120144, ,BSB426421
3355 SPIRIT LAKE R,WINTER HAVENFL,5541,CITGO J K FOOD #,20,POS Debit        Pri,P,Pinned Settlements  ,78,9.67,2025-12-01,131723, ,BSB208693
GOOGLE *TIKTOK VIDE,MOUNTAIN VIEWCA,5734,GOOGLE *TIKTOK V,20,POS Debit        Pri,P,Pinned Settlements  ,40,10.54,2025-11-26,160801, ,BSB390781
4 WATER ST,MILBRIDGEME,5993,CIGARET SHOPPER,20,POS Debit        Pri,P,Pinned Settlements  ,93,2.15,2025-11-28,141046, ,BSB311977
GOOGLE *CANDY CRUSH,MOUNTAIN VIEWCA,5816,GOOGLE *CANDY CR,20,POS Debit        Pri,P,Pinned Settlements  ,73,21.09,2025-12-11,53643, ,BSB437087
BARKING DAWG MARKET,NEWRYME,5499,BARKING DAWG MAR,20,POS Debit        Pri,P,Pinned Settlements  ,52,149.34,2025-12-06,134429, ,BSB277328
101 SOMERSET AVE,PITTSFIELDME,5541,CITGO 102 SOMERS,20,POS Debit        Pri,P,Pinned Settlements  ,41,68.15,2025-12-11,151008, ,BSB201304
HANNAFORD #8345 797,WINDHAMME,5411,HANNAFORD #8345,20,POS Debit        Pri,P,Pinned Settlements  ,83,24.06,2025-12-06,181806, ,BSB148924
60 CAMDEN ST,ROCKLANDME,5814,MCDONALD S F1588,20,POS Debit        Pri,P,Pinned Settlements  ,0,18.4,2025-12-10,115500, ,BSB463538
CIRCLE K 07053 775,SACOME,5542,CIRCLE K 07053 7,20,POS Debit        Pri,P,Pinned Settlements  ,56,33.9,2025-12-11,62340, ,BSB138075
50 BOULDER WAY,BIDDEFORDME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,27,89.12,2025-12-11,70218, ,BSB138075
HANNAFORD #8109 113,BANGORME,5411,HANNAFORD #8109,20,POS Debit        Pri,P,Pinned Settlements  ,54,58.09,2025-12-10,113650, ,BSB038020
154 MAIN ST,COLEBROOKNH,5331,FAMILY DOLLAR,20,POS Debit        Pri,P,Pinned Settlements  ,2,24.2,2025-12-13,191857, ,BSB277313
DG 25421720 CENTRAL,MILLINOCKETME,5310,DOLLAR GENERAL #,20,POS Debit        Pri,P,Pinned Settlements  ,24,201.85,2025-12-05,100235, ,BSB319852
GOOGLE *DRAMABOX ST,MOUNTAIN VIEWCA,5734,GOOGLE *DRAMABOX,20,POS Debit        Pri,P,Pinned Settlements  ,75,10.54,2025-12-06,72806, ,BSB319852
100 MOUNT AUBURN AV,AUBURNME,5411,WAL-MART #1868,20,POS Debit        Pri,P,Pinned Settlements  ,0,19.85,2025-12-07,202500, ,BSB169809
14 CROSSING WAY,AUGUSTAME,5732,NST BEST BUY,20,POS Debit        Pri,P,Pinned Settlements  ,24,369.24,2025-12-07,142806, ,BSB371873
1429 MARION WALDO R,MARIONOH,5814,MCDONALD S M2984,20,POS Debit        Pri,P,Pinned Settlements  ,0,2.79,2025-12-08,93900, ,BSB338533
SHELL,MILFORDME,5542,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,88,40.0,2025-12-01,72800, ,BSB243710
NORRIDGEWOCK,NORRIDGEWOCKME,5541,NORRIDGEWOCK IR,20,POS Debit        Pri,P,Pinned Settlements  ,73,11.59,2025-11-29,80900, ,BSB458811
HANNAFORD #8291 131,FARMINGTONME,5411,HANNAFORD #8291,20,POS Debit        Pri,P,Pinned Settlements  ,51,22.21,2025-11-29,141016, ,BSB075904
HANNAFORD #8403 65,KENNEBUNKME,5411,HANNAFORD #8403,20,POS Debit        Pri,P,Pinned Settlements  ,73,226.87,2025-11-29,185649, ,BSB210779
60 CAMDEN ST,ROCKLANDME,5814,MCDONALD S F1588,20,POS Debit        Pri,P,Pinned Settlements  ,0,16.49,2025-12-01,163400, ,BSB180337
GOOGLE *TIKTOK VIDE,MOUNTAIN VIEWCA,5734,GOOGLE *TIKTOK V,20,POS Debit        Pri,P,Pinned Settlements  ,80,6.31,2025-11-29,154612, ,BSB390781
CUMBERLAND FARMS 56,WINSLOWME,5541,CUMBERLAND FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,98,3.87,2025-12-01,64745, ,BSB300233
55 THOMASTON COMMON,THOMASTONME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,92,111.66,2025-11-30,180439, ,BSB180337
702 SW 8TH ST,BENTONVILLEAR,5310,WALMART.COM 8009,20,POS Debit        Pri,P,Pinned Settlements  ,97,24.67,2025-11-28,233920, ,BSB210671
SHELL,ORANGEMA,5541,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,65,3.59,2025-11-29,171900, ,BSB318344
GOOGLE *AMAZON SHOP,MOUNTAIN VIEWCA,5818,GOOGLE *AMAZON S,20,POS Debit        Pri,P,Pinned Settlements  ,3,16.0,2025-11-27,232513, ,BSB001806
DG 2037934 NEWPORT,CORINNAME,5310,DOLLAR GENERAL #,20,POS Debit        Pri,P,Pinned Settlements  ,79,44.0,2025-11-26,144341, ,BSB100010
WATERVILLE,WATERVILLEME,5411,WAL-MART #2013,20,POS Debit        Pri,P,Pinned Settlements  ,72,139.86,2025-11-26,152700, ,BSB429929
HANNAFORD #8443 44,NEWPORTME,5411,HANNAFORD #8443,20,POS Debit        Pri,P,Pinned Settlements  ,3,127.95,2025-11-26,141002, ,BSB100010
90 WATERVILLE,SKOWHEGANME,5541,LANEYS PIT STOP,20,POS Debit        Pri,P,Pinned Settlements  ,26,50.0,2025-11-26,83800, ,BSB340079
HANNAFORD #8241 93,BELFASTME,5411,HANNAFORD #8241,20,POS Debit        Pri,P,Pinned Settlements  ,94,79.53,2025-11-26,190658, ,BSB099817
CIRCLE K 07029 676,LEWISTONME,5541,CIRCLE K 07029 6,20,POS Debit        Pri,P,Pinned Settlements  ,82,0.56,2025-11-30,195729, ,BSB427985
303 MAIN ST,FARMINGTONME,5814,MCDONALD S F2264,20,POS Debit        Pri,P,Pinned Settlements  ,0,14.44,2025-11-29,205700, ,BSB075904
HANNAFORD #8173 383,BREWERME,5411,HANNAFORD #8173,20,POS Debit        Pri,P,Pinned Settlements  ,22,3.19,2025-12-01,111653, ,BSB482129
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*B2187,20,POS Debit        Pri,P,Pinned Settlements  ,28,53.87,2025-11-28,180040, ,BSB001806
CIRCLE K 07012 489,BANGORME,5542,CIRCLE K 07012 4,20,POS Debit        Pri,P,Pinned Settlements  ,26,55.13,2025-12-01,105422, ,BSB453277
GOOGLE *MICROSOFT O,MOUNTAIN VIEWCA,5734,GOOGLE *MICROSOF,20,POS Debit        Pri,P,Pinned Settlements  ,1,2.11,2025-12-01,95039, ,BSB300233
GOOGLE *DREAMESHORT,MOUNTAIN VIEWCA,5734,GOOGLE *DREAMESH,20,POS Debit        Pri,P,Pinned Settlements  ,15,21.09,2025-12-07,61024, ,BSB319852
100 MOUNT AUBURN AV,AUBURNME,5542,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,39,24.66,2025-12-07,200638, ,BSB169809
379 SOUTH ST,CALAISME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,60,86.15,2025-11-26,103032, ,BSB516842
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*RE262,20,POS Debit        Pri,P,Pinned Settlements  ,40,25.31,2025-12-10,24921, ,BSB506128
SHELL,ORRINGTONME,5541,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,78,10.38,2025-11-26,172000, ,BSB131507
CUMBERLAND FARMS 55,BRUNSWICKME,5541,CUMBERLAND FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,40,4.58,2025-11-27,193752, ,BSB210671
2484 CARMEL RD N,NEWBURGHME,5541,DYSART S CITGO T,20,POS Debit        Pri,P,Pinned Settlements  ,26,9.31,2025-11-27,182836, ,BSB390781
CIRCLE K 07000 32 H,BAILEYVILLEME,5541,CIRCLE K 07000 3,20,POS Debit        Pri,P,Pinned Settlements  ,21,30.14,2025-12-01,133919, ,BSB383355
HANNAFORD IND 8156,GREENVILLEME,5411,HANNAFORD IND 81,20,POS Debit        Pri,P,Pinned Settlements  ,59,23.98,2025-11-24,195451, ,BSB461963
SHELL,BUCKSPORTME,5542,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,81,36.0,2025-11-25,194100, ,BSB295022
702 SW 8TH ST,BENTONVILLEAR,5310,WALMART.COM 8009,20,POS Debit        Pri,P,Pinned Settlements  ,15,33.0,2025-11-25,3703, ,BSB319940
BELFAST,BELFASTME,5411,WENTWORTH FAMIL,20,POS Debit        Pri,P,Pinned Settlements  ,73,2.63,2025-11-28,100500, ,BSB007975
303 MAIN ST,FARMINGTONME,5814,MCDONALD S F2264,20,POS Debit        Pri,P,Pinned Settlements  ,0,11.11,2025-11-26,183600, ,BSB153333
HANNAFORD #8133 500,OLD TOWNME,5411,HANNAFORD #8133,20,POS Debit        Pri,P,Pinned Settlements  ,97,45.18,2025-11-26,120015, ,BSB243710
1105 UNION STREET,BANGORME,5814,MCDONALD S F2569,20,POS Debit        Pri,P,Pinned Settlements  ,0,12.73,2025-11-26,191200, ,BSB453277
702 SW 8TH ST,BENTONVILLEAR,5310,WALMART.COM 8009,20,POS Debit        Pri,P,Pinned Settlements  ,27,62.3,2025-11-25,42655, ,BSB295022
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*BB9M4,20,POS Debit        Pri,P,Pinned Settlements  ,16,42.18,2025-11-29,131143, ,BSB001806
1350 N 1ST ST,HERMISTONOR,5411,WAL WAL-MART #18,20,POS Debit        Pri,P,Pinned Settlements  ,1,245.48,2025-11-30,123034, ,BSB019643
AMAZON.COM,SEATTLEWA,5942,AMAZON.COM*B2865,20,POS Debit        Pri,P,Pinned Settlements  ,23,232.09,2025-11-25,5623, ,BSB238722
G&M FAMILY MARKET 1,HOLDENME,5411,G&M FAMILY MARKE,20,POS Debit        Pri,P,Pinned Settlements  ,60,23.0,2025-11-26,171322, ,BSB380128
HANNAFORD #8387 415,PORTLANDME,5411,HANNAFORD #8387,20,POS Debit        Pri,P,Pinned Settlements  ,10,163.07,2025-11-28,170603, ,BSB084035
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*BB4M3,20,POS Debit        Pri,P,Pinned Settlements  ,3,9.99,2025-11-28,51233, ,BSB342044
DANFORTHS DOWN HOME,PITTSFIELDME,5411,DANFORTHS DOWN H,20,POS Debit        Pri,P,Pinned Settlements  ,82,23.33,2025-11-26,115936, ,BSB497491
SQUAREUP.COM,OAKLANDCA,7299,CASH APP*PAPOU*A,20,POS Debit        Pri,P,Pinned Settlements  ,14,250.0,2025-12-04,200957, ,BSB367172
615 WILTON RD,FARMINGTONME,5411,WAL-MART #1866,20,POS Debit        Pri,P,Pinned Settlements  ,51,135.74,2025-12-06,123324, ,BSB108458
SQUAREUP.COM,OAKLANDCA,7299,CASH APP*AODHAN,20,POS Debit        Pri,P,Pinned Settlements  ,16,1250.0,2025-12-09,180026, ,BSB387268
2335 HUDSON RD,HUDSONME,5541,ROGERS MARKET,20,POS Debit        Pri,P,Pinned Settlements  ,33,50.0,2025-11-28,161207, ,BSB226843
4 STILLWATER AVE,ORONOME,5814,WENDYS 9518,20,POS Debit        Pri,P,Pinned Settlements  ,67,9.88,2025-11-30,163312, ,BSB120906
CIRCLE K # 07104 22,BELFASTME,5541,CIRCLE K # 07104,20,POS Debit        Pri,P,Pinned Settlements  ,30,3.32,2025-11-28,31155, ,BSB390781
PARADIS SHOP N SAVE,BREWERME,5411,PARADIS SHOP N S,20,POS Debit        Pri,P,Pinned Settlements  ,73,1.87,2025-11-28,125554, ,BSB321096
HANNAFORD #8128 RT,MACHIASME,5411,HANNAFORD #8128,20,POS Debit        Pri,P,Pinned Settlements  ,28,38.73,2025-11-29,152737, ,BSB419574
1 MIDDLE RD,SABATTUSME,5331,FAMILY DOLLAR,20,POS Debit        Pri,P,Pinned Settlements  ,67,10.39,2025-11-28,102824, ,BSB063926
250 W BROADWAY,LINCOLNME,5411,WAL-MART #1919,20,POS Debit        Pri,P,Pinned Settlements  ,78,56.48,2025-11-25,181021, ,BSB515919
GOOGLE *TIKTOK VIDE,MOUNTAIN VIEWCA,5734,GOOGLE *TIKTOK V,20,POS Debit        Pri,P,Pinned Settlements  ,99,3.15,2025-11-26,192632, ,BSB390781
395 N MAIN ST,BREWERME,7800,ME.LOT: PARADIS,20,POS Debit        Pri,P,Pinned Settlements  ,22,10.0,2025-11-28,124845, ,BSB321096
583 LANCASTER RD,NORTHUMBERLANNH,5310,OCEAN STATE 405,20,POS Debit        Pri,P,Pinned Settlements  ,51,152.0,2025-11-28,154711, ,BSB426421
60 FAIRGROUNDS MKT,SKOWHEGANME,5411,WAL WAL-MART #21,20,POS Debit        Pri,P,Pinned Settlements  ,64,9.99,2025-11-26,184446, ,BSB502705
51 WESTERN AVE,AUGUSTAME,5814,WENDYS 4691,20,POS Debit        Pri,P,Pinned Settlements  ,18,2.58,2025-11-28,110243, ,BSB136596
DG 17148674 MAIN RD,HAMPDENME,5310,DOLLAR GENERAL #,20,POS Debit        Pri,P,Pinned Settlements  ,14,14.35,2025-11-25,144434, ,BSB502074
154 TOPSHAM FAIR MA,TOPSHAMME,5200,NST THE HOME DEP,20,POS Debit        Pri,P,Pinned Settlements  ,1,25.92,2025-11-30,105851, ,BSB456177
1240 MAIN ST,OXFORDME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,80,43.69,2025-12-01,102210, ,BSB142043
CIRCLE K # 04879 11,WINTER HAVENFL,5541,CIRCLE K # 04879,20,POS Debit        Pri,P,Pinned Settlements  ,22,1.69,2025-12-01,143152, ,BSB208693
900 STILLWATER AVE,BANGORME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,84,146.44,2025-11-28,140326, ,BSB226843
24 WALTON DR,BREWERME,5411,WAL-MART #5076,20,POS Debit        Pri,P,Pinned Settlements  ,0,42.57,2025-12-07,173700, ,BSB486417
HANNAFORD #8291 131,FARMINGTONME,5411,HANNAFORD #8291,20,POS Debit        Pri,P,Pinned Settlements  ,58,45.53,2025-12-07,170150, ,BSB118867
LINCOLN,LINCOLNME,5541,GULF OIL 920170,20,POS Debit        Pri,P,Pinned Settlements  ,37,20.0,2025-12-07,164400, ,BSB515919
562 MEADOW ST SPC 5,LITTLETONNH,7993,GAMESTOP #6232,20,POS Debit        Pri,P,Pinned Settlements  ,34,109.93,2025-12-06,105208, ,BSB164292
ANIMAL MEDICAL CLIN,SKOWHEGANME,742,ANIMAL MEDICAL C,20,POS Debit        Pri,P,Pinned Settlements  ,16,138.29,2025-12-05,131250, ,BSB151621
4901 DARTMOUTH COLL,WOODSVILLENH,5411,WAL-MART #4389,20,POS Debit        Pri,P,Pinned Settlements  ,71,493.98,2025-12-06,124843, ,BSB164292
WHITNEYS FAMILY SMK,CORINTHME,5411,WHITNEYS FAMILY,20,POS Debit        Pri,P,Pinned Settlements  ,9,66.75,2025-12-01,140653, ,BSB226843
GOOGLE *SNAPCHAT,MOUNTAIN VIEWCA,5816,GOOGLE *SNAPCHAT,20,POS Debit        Pri,P,Pinned Settlements  ,99,4.99,2025-11-28,195800, ,BSB106570
PROVO,PROVOUT,5542,SAMSCLUB #6685,20,POS Debit        Pri,P,Pinned Settlements  ,14,43.47,2025-11-30,203300, ,BSB292230
DG 1886912 BRADLEY,MILFORDME,5310,DOLLAR GENERAL #,20,POS Debit        Pri,P,Pinned Settlements  ,4,17.61,2025-12-01,125523, ,BSB243710
GOOGLE *TIKTOK VIDE,MOUNTAIN VIEWCA,5734,GOOGLE *TIKTOK V,20,POS Debit        Pri,P,Pinned Settlements  ,75,10.54,2025-11-26,162523, ,BSB390781
1110 BROADWAY,BANGORME,5541,DYSARTS TRAVEL S,20,POS Debit        Pri,P,Pinned Settlements  ,41,5.49,2025-12-01,151706, ,BSB334906
900 STILLWATER AVE,BANGORME,5411,WAL WAL-MART #18,20,POS Debit        Pri,P,Pinned Settlements  ,63,151.85,2025-11-29,173145, ,BSB453277
HANNAFORD #8330 100,SKOWHEGANME,5411,HANNAFORD #8330,20,POS Debit        Pri,P,Pinned Settlements  ,86,73.06,2025-11-30,111308, ,BSB458811
GOOGLE *YOUTUBE VID,MOUNTAIN VIEWCA,5815,GOOGLE *YOUTUBE,20,POS Debit        Pri,P,Pinned Settlements  ,9,3.99,2025-11-30,163319, ,BSB210779
150 MAIN ST,BELFASTME,5331,FAMILY DOLLAR,20,POS Debit        Pri,P,Pinned Settlements  ,90,30.49,2025-11-30,93705, ,BSB421149
